model_family,model_file,gen_type,image_type,positive_prompt,negative_prompt,loras,lora_count,width,height,steps,sampler,scheduler,seed
flux,flux1-dev.safetensors,t2i,NSFW,"Generate a highly photorealistic image, strictly avoiding animated style, depicting an exquisitely beautiful woman with no clothes, with stunning features: elegant willow-like eyebrows, thick eyelashes covering fully closed almond-shaped eyes, slender nose like carved jade, small lips like cherry blossoms, harmonious face, with faint melancholy between brows. Her skin is flawless porcelain, body tall, legs long and graceful. She is completely suspended in the exact center of an enormous transparent cylindrical tank dominating the scene, filled with transparent blue liquid and tiny bubbles, with no support, strongly conveying a weightless floating effect. Her short red hair is fully spread out, freely swaying in the liquid with distinct strands. Her body is extremely tightly curled in a fetal position, forming a compact ball: legs fully bent, thighs pressed against abdomen, tops of knees against chest with tips near chin, shins parallel to body\u2019s midline, ankles touching hips; arms encircle shins from outside, hands clasped tightly behind calves near ankles, ten fingers interlocked securely, elbows pressed against body sides; head fully tilted forward, chin against sternum, cheeks pressed against inner knees, forehead directly touching knee tops, spine tightly rounded to ensure a compact, ball-like shape. Sand and corol on the bottom of the tank, salt water fish swim in the tank around her.  The scene is soft, mysterious, with strong melancholy and sci-fi aesthetic.",,samantha-000002.safetensors@1; MysticXXX-v5.safetensors@0.6,2,896,1152,15,euler,beta,200895226430260
flux,flux1-dev.safetensors,t2i,NSFW,"thousands of ((fireflies) ) fill the air around her, in the foreground and background and cast their bright light on her naked body (((swirly bokeh) ) backlit foggy, godrays coming through the trees behind her, the sun is setting on a foggy morning fine art color photograph capturing a beautiful  , in a very sensual and sexy pose, her back is to the camera and she is looking back over her shoulder, She stands barefoot with her legs (((crossed) )) amidst a clearing in the forest that is full of colorful flowers Shes got a full sleeve of Japanese style tattoos. and a simple thin leather choker, Her gaze is directed straight at the viewer. The soft, diffused backlighting shines through her short red messy hair and highlights the contours of her figure and gives the image a dynamic and sexy quality, enhancing the texture of the image and adding depth. The image is shot with a Leica M10 and a Helios-44 58mm f/2 lens f2. 0 lens stopped down to F2. 8, with deep rich tones and lovely highlights, , with warm backlighting, allowing the viewer to focus on her sensual expression.",,samantha-000002.safetensors@1; MysticXXX-v5.safetensors@0.6,2,896,1152,15,euler,beta,551318674851138
flux,flux1-dev.safetensors,t2i,SFW,"In a bustling park, no bra, open shirt, sits quietly on a swing, her hands loosely gripping the chains. Adults stroll by or sit on nearby benches, their curious glances occasionally landing on her. She seems absorbed in thought, gently swaying back and forth, a calm contrast to the park’s lively backdrop. Golden sunlight filters through the trees, casting dappled shadows around her, as the murmur of laughter and conversations fills the air.",,samantha-000002.safetensors@1; MysticXXX-v5.safetensors@0.6,2,896,1152,15,euler,beta,673252034742856
flux,flux1-dev.safetensors,t2i,SFW,"Stormfront Medicine Photography, woman, apple figure under waxed canvas duster, collecting lightning-struck herbs, medium shot, backlit, tempest-lit plateau with ancient dolmens, desperate innovation, violet storm arcs vs olive terrain, Hasselblad X2D, in the style of Princess Mononoke, perfect detailed face, perfect detailed eyes, perfect hands, perfect feet, natural anatomy, .",,samantha-000002.safetensors@1; MysticXXX-v5.safetensors@0.6,2,896,1152,15,euler,beta,234206247034861
flux,flux1-dev.safetensors,t2i,SFW,"In a bustling park, no bra, open shirt, short red hair, sits quietly on a swing, her hands loosely gripping the chains. Adults stroll by or sit on nearby benches, their curious glances occasionally landing on her. She seems absorbed in thought, gently swaying back and forth, a calm contrast to the park’s lively backdrop. Golden sunlight filters through the trees, casting dappled shadows around her, as the murmur of laughter and conversations fills the air.",,samantha-000002.safetensors@1; MysticXXX-v5.safetensors@0.6,2,896,1152,15,euler,beta,673252034742856
flux,flux1-dev.safetensors,t2i,SFW,"Stormfront Medicine Photography, woman, apple figure under waxed canvas duster, collecting lightning-struck herbs, short red hair, medium shot, backlit, tempest-lit plateau with ancient dolmens, desperate innovation, violet storm arcs vs olive terrain, Hasselblad X2D, in the style of Princess Mononoke, perfect detailed face, perfect detailed eyes, perfect hands, perfect feet, natural anatomy, .",,samantha-000002.safetensors@1; MysticXXX-v5.safetensors@0.6,2,896,1152,15,euler,beta,234206247034861
flux,flux1-dev.safetensors,t2i,NSFW,"A sultry woman stands in a rustic, sun-dappled barn, her overalls pushed down to her waist, leaving her toned, tanned torso bare and on full display. Short red hair, Her breasts are exposed, her hard, erect nipples visible and sensitive to the cool, breezy air of the barn. She holds a full sized pitchfork with both hands, using it to toss hay into a nearby bale, her body moving with a sensual rhythm as she works. Her overalls are faded and worn, the straps hanging loosely around her shoulders, accentuating her curvaceous figure. Hay strands stick to her skin, highlighting the sheen of her sweat-glistening body, and the muscles of her arms and back ripple with each powerful movement. Her hair is a wild, sexy mess, loose strands sticking to her face and neck, adding to her rugged, erotic allure. Her eyes locked on her task, a look of intense focus and raw. The barn is filled with the scent of fresh hay and the soft, warm glow of the sunlight filtering through the slatted walls, casting a golden hue over her body. The image is a high-resolution, sharp photograph, capturing every detail of her erotic form and the rustic, sensual setting. The shallow depth of field ensures that the focus remains on her body and the hay bale, while the background is a soft blur of rustic wood and scattered hay. Her exposed breasts bounce gently with her movements, her nipples erect and sensitive, adding to the raw, sensual atmosphere of the scene. She seems completely lost in the moment, enjoying the physicality of her task and the freedom of her semi-nude state.",,samantha-000002.safetensors@1; MysticXXX-v5.safetensors@0.6,2,896,1152,15,euler,beta,599329279868184
flux,flux1-dev.safetensors,t2i,NSFW,"The image is a photograph of a pretty young woman posing for a selfie on a dirt road. The woman is positioned centrally in the frame, with her body angled slightly to the left. She has short red hair and is wearing a loose pair of light-wash denim overalls that are unbuttoned at the top, revealing her bare breasts. She has striking eyes and big breasts. Her breast can be seen through the deep armpit. The woman's left arm is extended, holding the camera to take the selfie. Her right arm is relaxed by her side. The background of the image is a dirt road or path, with trees and foliage visible in the distance. The overall atmosphere of the image is one of casual, relaxed posing, with the woman appearing to be enjoying herself as she takes the selfie. The image has a natural, effortless quality to it, with the woman's pose and expression conveying a sense of confidence and comfort in her own skin.",,samantha-000002.safetensors@1; MysticXXX-v5.safetensors@0.6,2,896,1152,15,euler,beta,185076793306797
flux,flux1-dev.safetensors,t2i,NSFW,"Confidently Driving A Tractor Through A Sunny Field. She Is Wearing Blue Denim Overalls, One Strap Is Open Showing Her Breast, And A Straw Hat. She Has Erect Nipples. Her Hair short and red, And She Has A Determined Yet Content Expression On Her Face. The Background Features Golden Crops And A Clear Blue Sky, Emphasizing The Hard Work And Dedication She Puts Into Farming.",,samantha-000002.safetensors@1; MysticXXX-v5.safetensors@0.6,2,896,1152,15,euler,beta,443931762630141
flux,flux1-dev.safetensors,t2i,SFW,"Blue Collar Worship, woman (low-rise coveralls, no shirt), ass protruding from car engine bay, oil-streaked cheeks catching garage fluorescents, wrench POV angle, Pentax 67II, 105mm f/2.4, in the style of 70s pinup calendars, perfect detailed face, perfect detailed eyes, perfect hands, perfect feet, natural anatomy, short red hair",,samantha-000002.safetensors@1; MysticXXX-v5.safetensors@0.6,2,896,1152,15,euler,beta,1046749330285635
flux,flux1-dev.safetensors,t2i,SFW,"Blue Collar Worship, woman (low-rise coveralls, no shirt), ass protruding from car engine bay, oil-streaked cheeks catching garage fluorescents, wrench POV angle, Pentax 67II, 105mm f/2.4, , perfect detailed face, perfect detailed eyes, perfect hands, perfect feet, natural anatomy, short red hair",,samantha-000002.safetensors@1; MysticXXX-v5.safetensors@0.6,2,896,1152,15,euler,beta,348396529261944
flux,flux1-dev.safetensors,t2i,SFW,"LunaP5, lunap5 a close up of a woman with long black hair against a dark background. she has a confident and determined expression on her face",,lauraAnneFinal.safetensors@1,1,896,1152,15,euler,beta,712746186792601
flux,flux1-dev.safetensors,t2i,NSFW,"LunaP5, a woman walking on the beach naked, barefoot, detailed face",,lauraAnneFinal.safetensors@1,1,896,1152,15,euler,beta,618859467780182
flux,flux1-dev.safetensors,t2i,NSFW,"LunaP5, a woman walking on the beach naked, barefoot, detailed face",,lauraAnneFinal.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,620618962619873
flux,flux1-dev.safetensors,t2i,NSFW,"A young woman sits on a wooden stool in a softly lit, rustic art studio, working on a life-size charcoal mural of herself sketched on a textured plaster wall. She's naked wearing loose fitting apron, her long chestnut hair loosely tied back. Her focused expression shows deep concentration as she carefully refines the charcoal lines on the wall-sized portrait—an expressive, seated version of herself with soft shading and striking realism. Around her, the studio is filled with creative clutter: worn sketchpads, jars of charcoal sticks, brushes in metal cups, and smaller portraits pinned to the walls. A large window filters in natural afternoon light, casting warm shadows across the wooden floor and highlighting dust in the air. Every surface, from the grain of the wood to the smudges on her fingers, is rendered in cinematic, hyper-realistic detail—an intimate, immersive moment in the creative process.",,lauraAnneFinal.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,112465338593366
flux,flux1-dev.safetensors,t2i,NSFW,"Full body, long messy hair, open shirt, no bra, tight jeans, leather belt, breasts exposed, nipples exposed and hosting a presentation. She is 55 the room has bright lighting. She has large boobs. Behind her is a blackboard A visually engaging flux-themed image featuring a blackboard in the background. The blackboard should have a slightly worn chalky texture, giving it an authentic classroom feel. On the blackboard, four different lines of text should appear in random locations, written in white chalk handwriting: 'I'm your teacher for the day', 'How to TITTY FUCK your woman', 'I'm your CUMSLUT today, Boys', and 'for nudes: pornhub.com/lauraanne/sucks '. The placement of each phrase should be scattered naturally, some slightly tilted, as if written casually by hand. The overall lighting should be warm and slightly moody, evoking a nostalgic classroom setting",,lauraAnneFinal.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,150157931440169
flux,flux1-dev.safetensors,t2i,SFW,"In a bustling park, no bra, open shirt, sits quietly on a swing, her hands loosely gripping the chains. Adults stroll by or sit on nearby benches, their curious glances occasionally landing on her. She seems absorbed in thought, gently swaying back and forth, a calm contrast to the park’s lively backdrop. Golden sunlight filters through the trees, casting dappled shadows around her, as the murmur of laughter and conversations fills the air.",,lauraAnneFinal.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,536041928135351
flux,flux1-dev.safetensors,t2i,NSFW,"thousands of ((fireflies) ) fill the air around her, in the foreground and background and cast their bright light on her naked body (((swirly bokeh) ) backlit foggy, godrays coming through the trees behind her, the sun is setting on a foggy morning fine art color photograph capturing a beautiful  , in a very sensual and sexy pose, her back is to the camera and she is looking back over her shoulder, She stands barefoot with her legs (((crossed) )) amidst a clearing in the forest that is full of colorful flowers Shes got a full sleeve of Japanese style tattoos. and a simple thin leather choker, Her gaze is directed straight at the viewer. The soft, diffused backlighting shines through her long wavy messy hair and highlights the contours of her figure and gives the image a dynamic and sexy quality, enhancing the texture of the image and adding depth. The image is shot with a Leica M10 and a Helios-44 58mm f/2 lens f2. 0 lens stopped down to F2. 8, with deep rich tones and lovely highlights, , with warm backlighting, allowing the viewer to focus on her sensual expression.",,lauraAnneFinal.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,133186756899471
flux,flux1-dev.safetensors,t2i,NSFW,"Generate a highly photorealistic image, strictly avoiding animated style, depicting an exquisitely beautiful woman with no clothes, with stunning features: elegant willow-like eyebrows, thick eyelashes covering fully closed almond-shaped eyes, slender nose like carved jade, small lips like cherry blossoms, harmonious face, with faint melancholy between brows. Her skin is flawless porcelain, body tall, legs long and graceful. She is completely suspended in the exact center of an enormous transparent cylindrical tank dominating the scene, filled with transparent blue liquid and tiny bubbles, with no support, strongly conveying a weightless floating effect. Her long hair is fully spread out, freely swaying in the liquid with distinct strands. Her body is extremely tightly curled in a fetal position, forming a compact ball: legs fully bent, thighs pressed against abdomen, tops of knees against chest with tips near chin, shins parallel to body\u2019s midline, ankles touching hips; arms encircle shins from outside, hands clasped tightly behind calves near ankles, ten fingers interlocked securely, elbows pressed against body sides; head fully tilted forward, chin against sternum, cheeks pressed against inner knees, forehead directly touching knee tops, spine tightly rounded to ensure a compact, ball-like shape. The scene is soft, mysterious, with strong melancholy and sci-fi aesthetic.",,lauraAnneFinal.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,672953997285138
flux,flux1-dev.safetensors,t2i,NSFW,"with wide hips and thick thighs (brownish:1.2) messy:0. 9) hair is totally (naked:1.1) on a snowy street full of people looking at her, sunny day UHD. , best possible quality, God rays (volumetric:1.1) light, her (hair:1.1) is (flowing:1.1) in the (wind:1.1)  a subtle smile and sexy pose wearing a trench coat and black choker necklace.  She is holding the trench coat open exposing her naked body. The scene is shot with (Kodakportra800:1.1) (filmgrain:1.1) (Analogcamera:1.1) (85mm:1.1) (carlzeiss:1.1) (planar@f2:1.1), clear background images",,lauraAnneFinal.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,888615556352657
flux,flux1-dev.safetensors,t2i,NSFW,"A sultry woman stands in a rustic, sun-dappled barn, her overalls pushed down to her waist, leaving her toned, tanned torso bare and on full display. Her breasts are exposed, her hard, erect nipples visible and sensitive to the cool, breezy air of the barn. She holds a full sized pitchfork with both hands, using it to toss hay into a nearby bale, her body moving with a sensual rhythm as she works. Her overalls are faded and worn, the straps hanging loosely around her shoulders, accentuating her curvaceous figure. Hay strands stick to her skin, highlighting the sheen of her sweat-glistening body, and the muscles of her arms and back ripple with each powerful movement. Her hair is a wild, sexy mess, loose strands sticking to her face and neck, adding to her rugged, erotic allure. Her eyes locked on her task, a look of intense focus and raw. The barn is filled with the scent of fresh hay and the soft, warm glow of the sunlight filtering through the slatted walls, casting a golden hue over her body. The image is a high-resolution, sharp photograph, capturing every detail of her erotic form and the rustic, sensual setting. The shallow depth of field ensures that the focus remains on her body and the hay bale, while the background is a soft blur of rustic wood and scattered hay. Her exposed breasts bounce gently with her movements, her nipples erect and sensitive, adding to the raw, sensual atmosphere of the scene. She seems completely lost in the moment, enjoying the physicality of her task and the freedom of her semi-nude state.",,lauraAnneFinal.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,215580578951365
flux,flux1-dev.safetensors,t2i,NSFW,"The image is a photograph of a pretty young woman posing for a selfie on a dirt road. The woman is positioned centrally in the frame, with her body angled slightly to the left. She has long hair and is wearing a loose pair of light-wash denim overalls that are unbuttoned at the top, revealing her bare breasts. She has striking eyes and big breasts. Her breast can be seen through the deep armpit. The woman's left arm is extended, holding the camera to take the selfie. Her right arm is relaxed by her side. The background of the image is a dirt road or path, with trees and foliage visible in the distance. The overall atmosphere of the image is one of casual, relaxed posing, with the woman appearing to be enjoying herself as she takes the selfie. The image has a natural, effortless quality to it, with the woman's pose and expression conveying a sense of confidence and comfort in her own skin.",,lauraAnneFinal.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,969541911566228
flux,flux1-dev.safetensors,t2i,NSFW,"Hyperrealistic photo of ,  A Powerful And Confident Dominatrix Stands In A Dimly Lit Room, Exuding Authority. She Is Dressed In A Tight, Black Leather Corset, Thigh-High Boots, And Long Gloves. Her Breasts Are Exposed. Her Posture Is Assertive, With One Hand On Her Hip And The Other Holding A Coiled Whip. The Room Is Decorated With Gothic Elements: Heavy, Dark Curtains, A Wooden Chair With Restraints, And Various Implements Of Bondage Hanging On The Walls. The Lighting Casts Dramatic Shadows",,lauraAnneFinal.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,196145895930798
flux,flux1-dev.safetensors,t2i,NSFW,"Imagine a provocative magazine cover for ""Gilf Lovers,"" featuring a stunning woman who exudes confidence and allure. The cover model is half-naked, strategically draped in a silky, sheer fabric that hints at her curvaceous figure. She is posed with one leg slightly bent, emphasizing her toned legs, while her hands gracefully rest on her hips, drawing attention to her slender waist and generous curves.

Her expression is a mix of mischief and invitation, with her eyes locked directly at the viewer, promising an enticing journey within the magazine. Her hair cascades in loose, tousled waves, framing her face and adding to the overall seductive vibe. The background is a deep, sultry red, enhancing the sensual atmosphere and making the model stand out even more.

The magazine's title, ""Gilf Lovers,"" is boldly displayed in a sleek, modern font, adding a touch of sophistication to the provocative image. Overall, the cover is designed to captivate and tease, inviting viewers to explore the enticing content inside.",,family\heather-v2-000015.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,1068090997892368
flux,flux1-dev.safetensors,t2i,NSFW,"Imagine a provocative magazine cover for ""Gilf Lovers,"" featuring a stunning woman who exudes confidence and allure. The cover model is half-naked, strategically draped in a silky, sheer fabric that hints at her curvaceous figure. She is posed with one leg slightly bent, emphasizing her toned legs, while her hands gracefully rest on her hips, drawing attention to her slender waist and generous curves.

Her expression is a mix of mischief and invitation, with her eyes locked directly at the viewer, promising an enticing journey within the magazine. Her hair cascades in loose, tousled waves, framing her face and adding to the overall seductive vibe. The background is a deep, sultry red, enhancing the sensual atmosphere and making the model stand out even more.

The magazine's title, ""Gilf Lovers,"" is boldly displayed in a sleek, modern font, adding a touch of sophistication to the provocative image. Overall, the cover is designed to captivate and tease, inviting viewers to explore the enticing content inside.",,tammy_RD.safetensors@1.05,1,896,1152,15,euler,beta,1086086268012588
flux,flux1-dev.safetensors,t2i,NSFW,"Imagine a provocative magazine cover for ""Gilf Lovers,"" featuring a stunning woman who exudes confidence and allure. The cover model is half-naked, strategically draped in a silky, sheer fabric that hints at her curvaceous figure. She is posed with one leg slightly bent, emphasizing her toned legs, while her hands gracefully rest on her hips, drawing attention to her slender waist and generous curves.

Her expression is a mix of mischief and invitation, with her eyes locked directly at the viewer, promising an enticing journey within the magazine. Her hair cascades in loose, tousled waves, framing her face and adding to the overall seductive vibe. The background is a deep, sultry red, enhancing the sensual atmosphere and making the model stand out even more.

The magazine's title, ""Gilf Lovers,"" is boldly displayed in a sleek, modern font, adding a touch of sophistication to the provocative image. Overall, the cover is designed to captivate and tease, inviting viewers to explore the enticing content inside.",,family\tammy_RD.safetensors@1.05,1,896,1152,15,euler,beta,613588118912283
flux,flux1-dev.safetensors,t2i,NSFW,"Imagine a provocative magazine cover for ""Gilf Lovers,"" featuring a stunning woman who exudes confidence and allure. The cover model is half-naked, strategically draped in a silky, sheer fabric that hints at her curvaceous figure. She is posed with one leg slightly bent, emphasizing her toned legs, while her hands gracefully rest on her hips, drawing attention to her slender waist and generous curves.

Her expression is a mix of mischief and invitation, with her eyes locked directly at the viewer, promising an enticing journey within the magazine. Her hair cascades in loose, tousled waves, framing her face and adding to the overall seductive vibe. The background is a deep, sultry red, enhancing the sensual atmosphere and making the model stand out even more.

The magazine's title, ""Gilf Lovers,"" is boldly displayed in a sleek, modern font, adding a touch of sophistication to the provocative image. Overall, the cover is designed to captivate and tease, inviting viewers to explore the enticing content inside.",,family\veronica-v1-000013.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,243853274757565
flux,flux1-dev.safetensors,t2i,SFW,"cinematic realistic action photo of a slender screaming laughter happy demonic woman figure clad in robes with marvel's venom patterns. a crown made of dark energy that undulates in bones patterns. her staff pulses with eldritch flame, and from the tip flows a black smoke, showing glimpses of madness. background is a burger king. hamburger in her hand. white eyes. wet soaked translucent tan, large bust, tiny rump. full length of body",,family\veronica-v1-000013.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,954913103994106
flux,flux1-dev.safetensors,t2i,SFW,"cinematic realistic action photo of a slender screaming laughter happy demonic woman figure clad in robes with marvel's venom patterns. a crown made of dark energy that undulates in bones patterns. her staff pulses with eldritch flame, and from the tip flows a black smoke, showing glimpses of madness. background is a burger king. hamburger in her hand. white eyes. wet soaked translucent tan, large bust, tiny rump. full length of body",,family\tammy_RD.safetensors@1.05; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,333123061837511
flux,flux1-dev.safetensors,t2i,NSFW,"An extremely hot punk poses cheekily in front of a brick wall in the evening sun. Rainbow hair, punkishly colorful and blow-dried into a wild mohawk. Eyes painted black, full lips painted black, nose pierced. Friendly big shining eyes, seductive, teasing look. Wide choker with studs. Medium sized breasts in black, tight leather bra studded with killer studs, sideboobs. Tattooed arms, long black fingernails, lots of bangles. Cropped denim pants, stonewashes. Fishnet stockings with running stitches. Heavy black boots with colorful laces. The ground is earthy and dirty with oily puddles. The brick wall mentioned above is covered in graffiti and old, yellowed, torn posters. Masterpiece. Frontal photography. Full body portrait, whole body. Price winning work. Extreme details and quality. 8k.",,family\tammy_RD.safetensors@1.05; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,1067737178698706
flux,flux1-dev.safetensors,t2i,NSFW,kayla a woman naked on her bed.,,kaylas.safetensors@1,1,896,1152,15,euler,beta,333123061837511
flux,flux1-dev.safetensors,t2i,NSFW,"kayla A confident woman struts into a luxurious hotel bedroom, her outfit designed to accentuate her curves and command attention. She wears a provocative black underbust corset that cinches her waist, pushing her breasts up and creating a deep, enticing cleavage. The corset is made of delicate lace and smooth silk, the top of her breasts spilling over the edge, her hard, erect nipples fully exposed. She pairs the corset with a tiny, black thong that barely covers her most intimate areas, the thin strip of fabric accentuating her firm, round buttocks. Her long, toned legs are accentuated by thigh-high stiletto boots, the heels clicking confidently on the floor with each step. She holds the hand of a well-dressed man, who follows her lead, his eyes filled with anticipation and admiration.  Three casually dressed men, positioned near the foot of the king-sized bed, turn to face them, their stances relaxed yet alert, ready for whatever is about to unfold. A stack of cash is neatly piled on a table beside them, the green bills a stark contrast to the luxurious, muted tones of the room. The woman smiles, savoring the attention and the power she holds in the room, her body language radiating dominance and desire.  The room is dimly lit, with soft, warm lighting casting long shadows and highlighting the glamorous setting. The large bed, adorned with plush pillows and a silky comforter, dominates the space, setting the stage for the evening's promises. A plush sofa and a modern chair are positioned near the window, which offers a stunning view of the city skyline. The decor blends elegance and comfort, with rich fabrics, subtle lighting, and tasteful art pieces. The image is a high-resolution, realistic photograph, capturing every detail of her ensemble, the anticipation in the men's eyes, and the luxurious backdrop, freezing this charged and erotic moment in time.",,kaylas.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,538795316054715
flux,flux1-dev.safetensors,t2i,NSFW,"A carefree and exhilarated woman jumps enthusiastically on a trampoline in her backyard, the sun shining brightly overhead, casting a warm glow over the scene. She is topless, her body moving freely and naturally with each bounce, her breasts shifting with the motion. Her face is alight with joy and freedom, eyes closed, and mouth open in a laugh, fully immersed in the moment. Her long, wavy hair flows wildly, whipping around with each jump, adding to the dynamic and energetic atmosphere. She wears only a pair of tiny, cutoff denim shorts that accentuate her firm, round buttocks and her long, tanned legs. The trampoline is surrounded by a wooden frame with a safety net, ensuring her jumps are secure and carefree. Beyond the trampoline, the backyard is lush and green, with tall trees and vibrant flowers creating a private and inviting oasis. The image is a high-resolution, realistic photograph, capturing the motion and energy of her jumps, the glistening of her skin, and the pure joy on her face, celebrating her freedom and vitality. The background slightly blurs, keeping the focus on her lively form and the vibrant backyard setting.",,kaylas.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,202002618402701
flux,flux1-dev.safetensors,t2i,NSFW,"A bold and daring woman stands in a crowded train carriage during rush hour, a mischievous smile playing on her lips as she decides to give the commuters a show they won't forget. She wears a tight, form-fitting dress that accentuates every curve of her body, but the real surprise is what's underneath—or rather, what isn't. With a swift, dramatic motion, she slowly lifts the dress, inch by inch, revealing her toned, naked body to the astonished and eager passengers. Her breasts are bare, her hard, erect nipples visible and proud, drawing the eyes of everyone in the carriage. She teases the audience, pausing briefly to let the anticipation build before fully exposing her most intimate areas, her pubic area shaved smooth and glistening with a hint of moisture. The train rocks gently, the rhythmic motion adding to the erotic atmosphere as she continues her impromptu striptease. Her long, wavy hair cascades down her back, contrasting with her pale skin, and her eyes sparkle with a mix of excitement and mischief. The passengers are a mix of shocked, aroused, and enthralled, their reflections in the train windows capturing the scene from every angle. The image is a high-resolution, sharp photograph, freezing this erotic moment in time, with a shallow depth of field that keeps the focus on her body and the reactions of the passengers, while the background blurs into a haze of commuter chaos.",,kaylas.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,128451300254305
flux,flux1-dev.safetensors,t2i,NSFW,"A woman reclines on a comfortable lounger on her back patio, the late afternoon sun warming her naked body. Wearing brown leather sandals that accentuate her tanned legs. her body glistening with a thin sheen of sweat and suntan lotion. She lies on her back, legs slightly separated, offering a tantalizing full-body view, her most intimate areas on display. Her hands rest behind her head, her eyes closed, peaceful smile playing on her lips as she soaks up the sun and the peaceful atmosphere of her backyard. The patio is surrounded by lush, green foliage, tall trees, and vibrant flowers, creating a private, secluded oasis. The sound of birds chirping and the gentle rustle of leaves in the breeze accompany the scene, heightening the sense of tranquility and eroticism. The image is a high-resolution, sharp photograph, capturing every detail of her body, the glistening sweat, and the serene backyard setting. The shallow depth of field ensures that the focus remains on her body and the lounger, while the background blurs into a green, peaceful haze.",,kaylas.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,431586274696134
flux,flux1-dev.safetensors,t2i,NSFW,"A woman stands at the edge of Lake Huron in Ontario, the sun beginning to set, casting a warm, golden glow over the water. She hesitates for a moment, her heart pounding with a mix of excitement and nerves, before she takes a deep breath and dives in, her naked body slicing through the cool water. The lake is calm, the surface rippling gently as she swims, her long, wet hair fanning out behind her like a dark halo. Her breasts are visible just beneath the surface, her hard, erect nipples a result of the chilly water. She surfaces, taking a gasp of air, her eyes shining with exhilaration and freedom. The shore is lined with tall, swaying grasses and wildflowers, the only witnesses to her impromptu skinny dip. The image is a high-resolution, sharp photograph, capturing the droplets of water clinging to her skin, the goosebumps on her arms, and the pure joy on her face. The shallow depth of field ensures that the focus remains on her body and the serene lake setting, while the background is a soft blur of natural beauty.",,kaylas.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,385484744661863
flux,flux1-dev.safetensors,t2i,SFW,"The scene unfolds in a bustling, lively town with narrow streets crowded with people enjoying an open-air festival. The sun is shining brightly, casting a warm glow over the area, and a cheerful murmur fills the air as onlookers browse market stalls, sip from colorful drinks, and chat with friends. Amid the crowd, , walks confidently, wearing only body paint that transforms her into a living canvas.
Her entire body is covered in intricate, vibrant designs that reflect the spirit of the event—perhaps floral patterns that mimic a dress, swirling colors that move with her, or bold symbols representing the town’s heritage. Each detail is carefully painted, giving her a striking appearance that catches the attention of passersby. The colors flow seamlessly across her skin, creating the illusion of fabric, accessories, and jewelry. The artistry is so precise that from afar, it almost appears as though she’s clothed, until one notices the fine details and realizes it’s all paint.
People stop and stare in admiration, some offering appreciative smiles or gestures, while others snap photos, intrigued by the artistry. Her expression is serene and confident, radiating joy and self-assurance. Children gaze up in awe, and friends nudge each other to look. The festive decorations and colorful banners hanging across the street match her painted design, blending her into the scene as if she’s part of the art that’s come to life for the festival.
As she moves through the crowd, she interacts warmly with onlookers, pausing now and then to pose with those who ask for photos, her painted form adding a memorable, artistic flair to the lively atmosphere of the crowded town.",,kaylas.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,868263791452594
flux,flux1-dev.safetensors,t2i,NSFW,"8k, hdr, hyper-realistic, cinematic quality, masterpiece, perfect sharpness, soft focus, texture-rich, vibrant saturation, color accuracy, visual precision, optical accuracy, noise-free, refined clarity, subtle gradations, , In a serene, softly lit spa room, lies on her back atop a plush, white massage table, totally naked, while her arms rest relaxed at her sides. Gentle music fills the air, accompanied by the faint scent of lavender and eucalyptus. A skilled German male massage therapist, dressed in neutral tones, is at her side, applying oil to her body, and rubbing it in, helping to release tension. Her skin shiny from massage oil. Soft, warm light casts a glow around the room, accentuating the tranquil atmosphere. Nearby, a small table holds neatly arranged essential oils, a rolled towel, and a candle flickering gently, adding to the peaceful ambiance.",,kaylas.safetensors@1; MysticXXX-v5.safetensors@0.7,2,896,1152,15,euler,beta,616217413006899
